ORDERNUMBER,QUANTITY ORDERED,PRICE EACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10330.00,37.00,100.00,3.00,4405.22,11/16/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,146.00,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10342.00,55.00,100.00,7.00,6548.30,11/24/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,146.00,S18_3482,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10355.00,23.00,100.00,7.00,3177.91,12/7/2004 0:00,Shipped,4.00,12.00,2004.00,Classic Cars,146.00,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10363.00,24.00,100.00,11.00,4142.64,1/6/2005 0:00,Shipped,1.00,1.00,2005.00,Classic Cars,146.00,S18_3482,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10378.00,43.00,96.49,10.00,4149.07,2/10/2005 0:00,Shipped,1.00,2.00,2005.00,Classic Cars,146.00,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390.00,50.00,100.00,1.00,7397.00,3/4/2005 0:00,Shipped,1.00,3.00,2005.00,Classic Cars,146.00,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large
10109.00,47.00,100.00,2.00,6241.60,3/10/2003 0:00,Shipped,1.00,3.00,2003.00,Classic Cars,141.00,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10123.00,34.00,100.00,4.00,5331.88,5/20/2003 0:00,Shipped,2.00,5.00,2003.00,Classic Cars,141.00,S18_3685,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
10137.00,31.00,100.00,4.00,5124.30,7/10/2003 0:00,Shipped,3.00,7.00,2003.00,Classic Cars,141.00,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10148.00,28.00,100.00,11.00,3639.44,9/11/2003 0:00,Shipped,3.00,9.00,2003.00,Classic Cars,141.00,S18_3685,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161.00,36.00,100.00,10.00,5544.00,10/17/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,141.00,S18_3685,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10172.00,48.00,100.00,8.00,5493.12,11/5/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,141.00,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10181.00,39.00,100.00,4.00,5785.26,11/12/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,141.00,S18_3685,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192.00,45.00,100.00,9.00,5340.60,11/20/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,141.00,S18_3685,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204.00,35.00,100.00,15.00,5735.80,12/2/2003 0:00,Shipped,4.00,12.00,2003.00,Classic Cars,141.00,S18_3685,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212.00,45.00,100.00,8.00,6357.60,1/16/2004 0:00,Shipped,1.00,1.00,2004.00,Classic Cars,141.00,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10226.00,46.00,100.00,6.00,7343.90,2/26/2004 0:00,Shipped,1.00,2.00,2004.00,Classic Cars,141.00,S18_3685,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Large
10240.00,37.00,100.00,1.00,5959.22,4/13/2004 0:00,Shipped,2.00,4.00,2004.00,Classic Cars,141.00,S18_3685,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10253.00,31.00,100.00,3.00,4029.38,6/1/2004 0:00,Cancelled,2.00,6.00,2004.00,Classic Cars,141.00,S18_3685,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266.00,33.00,100.00,4.00,5035.14,7/6/2004 0:00,Shipped,3.00,7.00,2004.00,Classic Cars,141.00,S18_3685,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10278.00,31.00,100.00,4.00,4116.80,8/6/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,141.00,S18_3685,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10287.00,27.00,100.00,2.00,4310.55,8/30/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,141.00,S18_3685,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10301.00,39.00,100.00,6.00,6446.70,10/5/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,141.00,S18_3685,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10311.00,32.00,100.00,11.00,3616.64,10/16/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,141.00,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10321.00,28.00,100.00,8.00,4232.76,11/4/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,141.00,S18_3685,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium
10331.00,26.00,67.91,12.00,1765.66,11/17/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,141.00,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
10343.00,44.00,84.88,2.00,3734.72,11/24/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,141.00,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10367.00,46.00,100.00,6.00,4808.38,1/12/2005 0:00,Resolved,1.00,1.00,2005.00,Classic Cars,141.00,S18_3685,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10379.00,32.00,70.83,4.00,2266.56,2/10/2005 0:00,Shipped,1.00,2.00,2005.00,Classic Cars,141.00,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10406.00,65.00,100.00,1.00,10468.90,4/15/2005 0:00,Disputed,2.00,4.00,2005.00,Classic Cars,141.00,S18_3685,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
10419.00,43.00,100.00,3.00,5589.14,5/17/2005 0:00,Shipped,2.00,5.00,2005.00,Classic Cars,141.00,S18_3685,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10108.00,43.00,67.77,12.00,2914.11,3/3/2003 0:00,Shipped,1.00,3.00,2003.00,Motorcycles,62.00,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10122.00,35.00,49.74,16.00,1740.90,5/8/2003 0:00,Shipped,2.00,5.00,2003.00,Motorcycles,62.00,S18_3782,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10135.00,45.00,50.36,13.00,2266.20,7/2/2003 0:00,Shipped,3.00,7.00,2003.00,Motorcycles,62.00,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10146.00,47.00,67.14,2.00,3155.58,9/3/2003 0:00,Shipped,3.00,9.00,2003.00,Motorcycles,62.00,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10159.00,21.00,64.66,8.00,1357.86,10/10/2003 0:00,Shipped,4.00,10.00,2003.00,Motorcycles,62.00,S18_3782,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10169.00,38.00,68.39,8.00,2598.82,11/4/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,62.00,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10180.00,21.00,50.36,3.00,1057.56,11/11/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,62.00,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10191.00,43.00,72.74,9.00,3127.82,11/20/2003 0:00,Shipped,4.00,11.00,2003.00,Motorcycles,62.00,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10211.00,46.00,54.09,8.00,2488.14,1/15/2004 0:00,Shipped,1.00,1.00,2004.00,Motorcycles,62.00,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10224.00,38.00,58.44,1.00,2220.72,2/21/2004 0:00,Shipped,1.00,2.00,2004.00,Motorcycles,62.00,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10237.00,26.00,52.22,1.00,1357.72,4/5/2004 0:00,Shipped,2.00,4.00,2004.00,Motorcycles,62.00,S18_3782,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10252.00,31.00,52.84,5.00,1638.04,5/26/2004 0:00,Shipped,2.00,5.00,2004.00,Motorcycles,62.00,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10264.00,48.00,54.71,3.00,2626.08,6/30/2004 0:00,Shipped,2.00,6.00,2004.00,Motorcycles,62.00,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10276.00,33.00,50.36,9.00,1661.88,8/2/2004 0:00,Shipped,3.00,8.00,2004.00,Motorcycles,62.00,S18_3782,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small
10286.00,38.00,57.20,1.00,2173.60,8/28/2004 0:00,Shipped,3.00,8.00,2004.00,Motorcycles,62.00,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
10299.00,39.00,55.95,3.00,2182.05,9/30/2004 0:00,Shipped,3.00,9.00,2004.00,Motorcycles,62.00,S18_3782,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10310.00,42.00,67.14,16.00,2819.88,10/16/2004 0:00,Shipped,4.00,10.00,2004.00,Motorcycles,62.00,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10319.00,44.00,59.06,4.00,2598.64,11/3/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,62.00,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Small
10330.00,29.00,69.63,2.00,2019.27,11/16/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,62.00,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10342.00,26.00,55.95,8.00,1454.70,11/24/2004 0:00,Shipped,4.00,11.00,2004.00,Motorcycles,62.00,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10355.00,31.00,53.47,1.00,1657.57,12/7/2004 0:00,Shipped,4.00,12.00,2004.00,Motorcycles,62.00,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10363.00,32.00,89.12,12.00,2851.84,1/6/2005 0:00,Shipped,1.00,1.00,2005.00,Motorcycles,62.00,S18_3782,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10378.00,28.00,100.00,9.00,4609.64,2/10/2005 0:00,Shipped,1.00,2.00,2005.00,Motorcycles,62.00,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390.00,36.00,100.00,2.00,5079.96,3/4/2005 0:00,Shipped,1.00,3.00,2005.00,Motorcycles,62.00,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10403.00,36.00,52.22,1.00,1879.92,4/8/2005 0:00,Shipped,2.00,4.00,2005.00,Motorcycles,62.00,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10106.00,41.00,100.00,17.00,4774.86,2/17/2003 0:00,Shipped,1.00,2.00,2003.00,Vintage Cars,105.00,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119.00,27.00,99.52,8.00,2687.04,4/28/2003 0:00,Shipped,2.00,4.00,2003.00,Vintage Cars,105.00,S18_3856,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10130.00,33.00,100.00,1.00,3423.75,6/16/2003 0:00,Shipped,2.00,6.00,2003.00,Vintage Cars,105.00,S18_3856,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Medium
10143.00,34.00,100.00,12.00,3455.76,8/10/2003 0:00,Shipped,3.00,8.00,2003.00,Vintage Cars,105.00,S18_3856,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10155.00,29.00,100.00,10.00,3622.97,10/6/2003 0:00,Shipped,4.00,10.00,2003.00,Vintage Cars,105.00,S18_3856,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10167.00,34.00,100.00,6.00,3599.58,10/23/2003 0:00,Cancelled,4.00,10.00,2003.00,Vintage Cars,105.00,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178.00,48.00,100.00,9.00,5386.56,11/8/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,105.00,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186.00,46.00,100.00,6.00,4918.78,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,105.00,S18_3856,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10197.00,22.00,100.00,3.00,2538.80,11/26/2003 0:00,Shipped,4.00,11.00,2003.00,Vintage Cars,105.00,S18_3856,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10209.00,20.00,100.00,5.00,2498.60,1/9/2004 0:00,Shipped,1.00,1.00,2004.00,Vintage Cars,105.00,S18_3856,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Small
10222.00,45.00,85.75,9.00,3858.75,2/19/2004 0:00,Shipped,1.00,2.00,2004.00,Vintage Cars,105.00,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10249.00,46.00,100.00,5.00,5600.50,5/8/2004 0:00,Shipped,2.00,5.00,2004.00,Vintage Cars,105.00,S18_3856,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10262.00,34.00,100.00,14.00,4103.46,6/24/2004 0:00,Cancelled,2.00,6.00,2004.00,Vintage Cars,105.00,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10273.00,50.00,85.75,1.00,4287.50,7/21/2004 0:00,Shipped,3.00,7.00,2004.00,Vintage Cars,105.00,S18_3856,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10283.00,46.00,100.00,3.00,5795.54,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Vintage Cars,105.00,S18_3856,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10296.00,22.00,84.70,12.00,1863.40,9/15/2004 0:00,Shipped,3.00,9.00,2004.00,Vintage Cars,105.00,S18_3856,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small
10307.00,48.00,86.81,6.00,4166.88,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Vintage Cars,105.00,S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10316.00,47.00,86.81,14.00,4080.07,11/1/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,105.00,S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10328.00,34.00,100.00,6.00,3815.48,11/12/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,105.00,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10338.00,45.00,100.00,2.00,5526.45,11/22/2004 0:00,Shipped,4.00,11.00,2004.00,Vintage Cars,105.00,S18_3856,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10351.00,20.00,100.00,2.00,3374.60,12/3/2004 0:00,Shipped,4.00,12.00,2004.00,Vintage Cars,105.00,S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10373.00,50.00,60.49,6.00,3024.50,1/31/2005 0:00,Shipped,1.00,1.00,2005.00,Vintage Cars,105.00,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10386.00,22.00,57.55,6.00,1266.10,3/1/2005 0:00,Resolved,1.00,3.00,2005.00,Vintage Cars,105.00,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398.00,45.00,100.00,17.00,4811.85,3/30/2005 0:00,Shipped,1.00,3.00,2005.00,Vintage Cars,105.00,S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10400.00,58.00,100.00,6.00,7307.42,4/1/2005 0:00,Shipped,2.00,4.00,2005.00,Vintage Cars,105.00,S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10415.00,51.00,100.00,5.00,6209.25,5/9/2005 0:00,Disputed,2.00,5.00,2005.00,Vintage Cars,105.00,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10104.00,38.00,100.00,3.00,5348.50,1/31/2003 0:00,Shipped,1.00,1.00,2003.00,Classic Cars,143.00,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10117.00,22.00,100.00,12.00,2780.58,4/16/2003 0:00,Shipped,2.00,4.00,2003.00,Classic Cars,143.00,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10127.00,25.00,100.00,5.00,3447.00,6/3/2003 0:00,Shipped,2.00,6.00,2003.00,Classic Cars,143.00,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10142.00,24.00,100.00,15.00,3791.52,8/8/2003 0:00,Shipped,3.00,8.00,2003.00,Classic Cars,143.00,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10152.00,35.00,100.00,1.00,4524.10,9/25/2003 0:00,Shipped,3.00,9.00,2003.00,Classic Cars,143.00,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10165.00,28.00,100.00,6.00,3337.60,10/22/2003 0:00,Shipped,4.00,10.00,2003.00,Classic Cars,143.00,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10176.00,36.00,100.00,5.00,5532.12,11/6/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,143.00,S18_4027,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10185.00,39.00,100.00,16.00,5096.91,11/14/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,143.00,S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10196.00,27.00,100.00,8.00,4537.08,11/26/2003 0:00,Shipped,4.00,11.00,2003.00,Classic Cars,143.00,S18_4027,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10207.00,40.00,100.00,1.00,6146.80,12/9/2003 0:00,Shipped,4.00,12.00,2003.00,Classic Cars,143.00,S18_4027,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10220.00,50.00,100.00,5.00,8258.00,2/12/2004 0:00,Shipped,1.00,2.00,2004.00,Classic Cars,143.00,S18_4027,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large
10230.00,42.00,100.00,3.00,7238.28,3/15/2004 0:00,Shipped,1.00,3.00,2004.00,Classic Cars,143.00,S18_4027,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large
10247.00,48.00,100.00,5.00,6756.00,5/5/2004 0:00,Shipped,2.00,5.00,2004.00,Classic Cars,143.00,S18_4027,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10272.00,25.00,100.00,5.00,3734.00,7/20/2004 0:00,Shipped,3.00,7.00,2004.00,Classic Cars,143.00,S18_4027,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10282.00,31.00,100.00,8.00,4674.80,8/20/2004 0:00,Shipped,3.00,8.00,2004.00,Classic Cars,143.00,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10292.00,44.00,100.00,2.00,7140.76,9/8/2004 0:00,Shipped,3.00,9.00,2004.00,Classic Cars,143.00,S18_4027,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Large
10306.00,23.00,100.00,16.00,3600.65,10/14/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,143.00,S18_4027,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314.00,29.00,100.00,8.00,4206.74,10/22/2004 0:00,Shipped,4.00,10.00,2004.00,Classic Cars,143.00,S18_4027,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10324.00,49.00,100.00,13.00,5379.71,11/5/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,143.00,S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium
10337.00,36.00,100.00,3.00,5679.36,11/21/2004 0:00,Shipped,4.00,11.00,2004.00,Classic Cars,143.00,S18_4027,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
